,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
38,-12.3,9.7,662.7,0.008,0.04,-0.066,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.15,0.24,0.0
39,-12.3,9.6,663.1,0.009,0.037,-0.068,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.08,0.05,0.27,0.0
40,-12.4,9.6,662.9,0.004,0.039,-0.065,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.12,0.0,0.3,0.0
41,-12.4,9.5,662.3,0.008,0.038,-0.067,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.1,0.0,0.29,0.0
42,-12.4,9.6,662.8,0.002,0.039,-0.066,0.0,0.0,0.58,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.08,0.0,0.19,0.0
43,-12.4,9.6,663.4,0.009,0.041,-0.066,0.0,0.0,0.63,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.17,0.0
44,-12.5,9.7,663.3,0.005,0.04,-0.066,0.0,0.0,0.59,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.07,0.1,0.0
45,-12.4,9.6,662.6,0.006,0.038,-0.067,0.0,0.0,0.61,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.13,0.15,0.0
46,-12.4,9.6,661.9,0.003,0.038,-0.066,0.0,0.0,0.58,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.18,0.17,0.0
47,-12.4,9.5,661.6,0.005,0.035,-0.067,0.0,0.0,0.58,0.02,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.05,0.12,0.21,0.0
48,-12.3,9.5,662.1,0.001,0.038,-0.066,0.0,0.0,0.55,0.05,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.04,0.06,0.2,0.0
49,-12.2,9.5,661.3,0.006,0.033,-0.066,0.0,0.0,0.53,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.03,0.17,0.0
50,-12.1,9.5,661.3,0.004,0.034,-0.065,0.0,0.0,0.53,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.02,0.02,0.15,0.0
51,-12.0,9.6,661.1,0.006,0.031,-0.065,0.0,0.0,0.54,0.07,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.02,0.04,0.1,0.03
52,-11.9,9.6,663.1,0.002,0.033,-0.064,0.0,0.0,0.57,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.0,0.0,0.02,0.09,0.03
53,-11.9,9.6,662.9,0.007,0.033,-0.064,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.02,0.03,0.03
54,-11.9,9.6,662.4,0.005,0.032,-0.063,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.03,0.0
55,-11.9,9.6,662.6,0.008,0.032,-0.063,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0
56,-11.9,9.6,662.6,0.006,0.032,-0.063,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.01,0.0
57,-11.9,9.6,661.7,0.007,0.029,-0.063,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.01,0.0
58,-11.9,9.6,662.2,0.002,0.031,-0.062,0.0,0.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.11,0.0
59,-12.0,9.6,663.4,0.005,0.031,-0.062,0.0,0.01,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.16,0.01
60,-11.9,9.5,662.6,-0.0,0.03,-0.063,0.0,0.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.22,0.01
61,-12.0,9.5,662.7,0.003,0.029,-0.064,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.13,0.11
62,-11.9,9.6,662.6,0.003,0.03,-0.063,0.0,0.0,0.57,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.02,0.14,0.37
63,-11.9,9.7,666.9,0.003,0.031,-0.064,0.08,0.05,0.58,0.0,0.0,0.22,0.04,0.0,0.0,0.01,0.0,0.04,0.02,0.0,0.02,0.22,1.2
64,-12.2,10.4,681.6,-0.0,0.039,-0.066,0.21,0.06,0.55,0.0,0.0,0.46,0.04,0.0,0.0,0.01,0.0,0.04,0.02,0.0,0.0,0.3,2.05
65,-12.2,10.7,677.9,-0.002,0.026,-0.069,0.32,0.07,0.5,0.0,0.0,0.61,0.04,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.28,2.78
66,-12.3,10.7,683.4,-0.007,0.034,-0.069,0.34,0.08,0.46,0.0,0.0,0.75,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.26,2.76
67,-12.1,10.4,682.3,-0.001,0.039,-0.067,0.21,0.07,0.44,0.0,0.0,0.63,0.06,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.26,2.36
68,-12.0,10.1,674.8,0.002,0.035,-0.065,0.1,0.07,0.53,0.0,0.0,0.49,0.08,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.33,1.74
69,-12.1,9.8,672.7,0.0,0.034,-0.067,0.0,0.0,0.63,0.0,0.0,0.13,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.22,1.27
70,-12.1,9.7,668.7,-0.001,0.03,-0.068,0.0,0.0,0.7,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.92
71,-12.2,9.6,667.7,0.004,0.031,-0.068,0.0,0.0,0.62,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.17,0.85
72,-12.1,9.7,666.1,-0.0,0.029,-0.065,0.03,0.0,0.52,0.0,0.0,0.07,0.05,0.0,0.0,0.02,0.0,0.1,0.0,0.0,0.05,0.25,0.92
73,-12.2,9.8,669.1,0.002,0.032,-0.067,0.04,0.0,0.5,0.0,0.0,0.16,0.0,0.0,0.0,0.02,0.0,0.12,0.0,0.0,0.05,0.25,1.14
74,-12.4,9.8,669.4,0.004,0.03,-0.068,0.05,0.0,0.57,0.0,0.0,0.16,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0,0.26,1.23
75,-12.4,9.8,669.0,-0.002,0.033,-0.068,0.03,0.0,0.62,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.26,1.21
76,-12.4,9.8,669.8,-0.002,0.034,-0.068,0.01,0.0,0.62,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.2,1.14
77,-12.4,9.7,669.7,0.0,0.034,-0.069,0.0,0.0,0.56,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.12,0.94
78,-12.4,9.6,669.7,0.004,0.037,-0.068,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.03,0.03,0.74
79,-12.3,9.6,670.0,0.005,0.036,-0.067,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.05,0.0,0.55
80,-12.2,9.6,668.5,0.003,0.036,-0.065,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.07,0.46
81,-12.1,9.6,669.8,0.002,0.037,-0.066,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.2,0.14,0.4
82,-12.1,9.6,670.5,0.005,0.036,-0.066,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.26,0.21,0.38
83,-12.0,9.5,670.3,0.004,0.036,-0.066,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.31,0.14,0.39
84,-11.9,9.5,670.5,0.006,0.035,-0.065,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.28,0.08,0.41
85,-11.9,9.5,669.6,-0.002,0.035,-0.066,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.0,0.33
86,-12.0,9.5,667.8,0.005,0.032,-0.066,0.0,0.0,0.67,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.22,0.0,0.46
87,-12.0,9.5,667.1,-0.0,0.03,-0.067,0.0,0.0,0.71,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.19,0.0,0.51
88,-12.0,9.5,666.2,0.003,0.029,-0.066,0.0,0.0,0.68,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.73
89,-12.0,9.4,665.9,0.003,0.028,-0.066,0.0,0.0,0.72,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.76
90,-12.0,9.4,666.4,0.003,0.029,-0.066,0.0,0.0,0.74,0.0,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.78
91,-12.0,9.4,666.2,0.004,0.028,-0.066,0.0,0.0,0.73,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.08,0.0,0.77
92,-12.0,9.4,666.1,0.001,0.03,-0.066,0.0,0.0,0.72,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.07,0.0,0.6
93,-12.0,9.4,667.5,0.002,0.032,-0.066,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.02,0.0,0.5
94,-12.0,9.4,667.6,0.001,0.034,-0.066,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.42
95,-12.0,9.4,666.2,0.002,0.03,-0.066,0.0,0.0,0.67,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.04,0.01,0.57
96,-12.0,9.3,666.3,-0.0,0.031,-0.066,0.0,0.0,0.63,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.09,0.03,0.63
97,-12.0,9.3,665.8,-0.001,0.028,-0.066,0.0,0.0,0.61,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.15,0.11,0.7
98,-12.0,9.3,665.8,0.001,0.03,-0.066,0.0,0.0,0.6,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.18,0.12,0.64
99,-12.0,9.2,665.1,0.001,0.026,-0.066,0.02,0.0,0.61,0.02,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.12,0.17,0.69
100,-12.1,9.2,666.4,-0.001,0.031,-0.066,0.02,0.0,0.68,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.06,0.1,0.51
101,-12.2,9.0,666.8,-0.001,0.032,-0.065,0.02,0.0,0.73,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.42
102,-12.2,8.9,664.8,-0.001,0.032,-0.067,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.14,0.19
103,-12.2,8.8,662.2,0.001,0.028,-0.067,0.0,0.03,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.09,0.19,0.11
104,-12.3,8.8,662.0,-0.002,0.033,-0.068,0.0,0.04,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.16,0.23,0.01
105,-12.3,8.7,661.2,0.001,0.029,-0.067,0.0,0.06,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.21,0.26,0.0
106,-12.4,8.7,661.2,-0.002,0.031,-0.068,0.0,0.09,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.33,0.0
107,-12.4,8.6,660.4,0.0,0.03,-0.067,0.0,0.08,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.32,0.0
108,-12.4,8.6,660.5,0.0,0.03,-0.068,0.0,0.05,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.42,0.0
109,-12.4,8.7,660.7,-0.001,0.032,-0.067,0.0,0.02,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.15,0.21,0.41,0.0
110,-12.3,8.6,660.5,0.001,0.029,-0.067,0.0,0.02,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.15,0.19,0.41,0.0
111,-12.3,8.7,660.3,0.001,0.03,-0.067,0.0,0.03,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.15,0.21,0.26,0.0
112,-12.2,8.7,660.4,0.004,0.028,-0.067,0.0,0.01,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.17,0.21,0.0
113,-12.2,8.7,660.8,-0.001,0.029,-0.067,0.0,0.01,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.17,0.22,0.0
114,-12.1,8.6,660.4,0.002,0.028,-0.066,0.0,0.0,0.73,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.09,0.09,0.28,0.0
115,-12.1,8.6,660.5,-0.001,0.028,-0.067,0.0,0.0,0.74,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.1,0.05,0.23,0.0
116,-12.1,8.6,660.5,0.002,0.028,-0.066,0.0,0.0,0.74,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.09,0.03,0.17,0.0
117,-12.2,8.6,661.1,-0.0,0.028,-0.066,0.0,0.01,0.73,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.06,0.02,0.12,0.0
118,-12.2,8.5,661.2,-0.002,0.03,-0.066,0.0,0.01,0.74,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.27,0.0,0.05,0.02,0.18,0.0
119,-12.2,8.5,660.4,0.001,0.027,-0.065,0.0,0.01,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.0,0.07,0.01,0.16,0.0
120,-12.2,8.5,661.4,-0.002,0.03,-0.066,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.0,0.09,0.01,0.2,0.0
121,-12.2,8.4,660.9,-0.001,0.026,-0.065,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.0,0.1,0.02,0.22,0.0
122,-12.2,8.4,662.0,-0.007,0.03,-0.066,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.01,0.09,0.02,0.2,0.0
123,-12.2,8.3,661.5,-0.004,0.027,-0.065,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.01,0.08,0.06,0.22,0.06
124,-12.2,8.4,662.7,-0.007,0.029,-0.065,0.0,0.0,0.78,0.25,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.04,0.1,0.15,0.09
125,-12.1,8.4,662.3,-0.005,0.028,-0.065,0.0,0.0,0.85,0.39,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.15,0.27,0.11
126,-12.1,8.4,662.5,-0.008,0.029,-0.066,0.0,0.0,0.89,0.4,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.21,0.16,0.05
127,-12.1,8.4,662.5,-0.008,0.028,-0.065,0.0,0.0,0.88,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.23,0.24,0.02
128,-12.1,8.4,662.3,-0.006,0.028,-0.064,0.0,0.0,0.86,0.22,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.18,0.15,0.0
129,-12.1,8.4,662.4,-0.009,0.027,-0.064,0.01,0.0,0.82,0.22,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.03,0.11,0.16,0.04
130,-12.2,8.3,662.5,-0.007,0.028,-0.064,0.01,0.0,0.79,0.34,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.04,0.1,0.12,0.08
131,-12.2,8.2,662.1,-0.009,0.026,-0.064,0.01,0.0,0.74,0.35,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.12,0.14,0.1
132,-12.2,8.2,661.9,-0.007,0.027,-0.064,0.0,0.0,0.72,0.41,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.13,0.11,0.07
133,-12.3,8.1,662.3,-0.009,0.027,-0.064,0.0,0.0,0.71,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.13,0.1,0.02
134,-12.3,8.1,661.9,-0.006,0.028,-0.065,0.01,0.0,0.72,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.03,0.0
135,-12.3,8.1,661.7,-0.009,0.028,-0.065,0.01,0.0,0.71,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.06,0.0
136,-12.4,8.0,661.6,-0.008,0.028,-0.065,0.01,0.0,0.69,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.05,0.0
137,-12.4,8.0,661.5,-0.009,0.028,-0.065,0.0,0.0,0.67,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.03,0.05,0.0
138,-12.4,8.0,661.3,-0.007,0.027,-0.064,0.0,0.02,0.67,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.02,0.03,0.0
139,-12.5,8.0,661.4,-0.009,0.027,-0.065,0.0,0.02,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.04,0.0,0.0
140,-12.5,8.0,661.1,-0.008,0.027,-0.065,0.0,0.02,0.71,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
141,-12.5,8.1,661.6,-0.009,0.028,-0.065,0.0,0.0,0.72,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.06,0.0
142,-12.5,8.2,661.4,-0.007,0.028,-0.065,0.01,0.06,0.73,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.21,0.13,0.07
143,-12.5,8.3,661.5,-0.008,0.027,-0.066,0.01,0.08,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.03,0.0,0.18,0.14,0.11
144,-12.5,8.3,661.7,-0.007,0.028,-0.066,0.01,0.08,0.68,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.03,0.0,0.19,0.14,0.17
145,-12.5,8.4,661.9,-0.008,0.026,-0.066,0.0,0.04,0.66,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.14,0.12,0.13
146,-12.5,8.3,662.1,-0.007,0.027,-0.065,0.0,0.03,0.71,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.12,0.13,0.14
147,-12.5,8.4,661.9,-0.009,0.026,-0.066,0.0,0.02,0.72,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.1,0.13
148,-12.5,8.4,662.3,-0.009,0.027,-0.065,0.0,0.03,0.73,0.13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.06,0.14
149,-12.5,8.4,662.4,-0.01,0.026,-0.065,0.0,0.04,0.71,0.22,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.02,0.11,0.11
150,-12.5,8.4,662.1,-0.007,0.028,-0.065,0.0,0.09,0.69,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.0,0.08,0.07
151,-12.6,8.4,662.3,-0.01,0.027,-0.066,0.0,0.1,0.67,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.0,0.12,0.17
152,-12.6,8.5,662.4,-0.008,0.028,-0.065,0.01,0.09,0.74,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.01,0.05,0.23
153,-12.6,8.5,661.9,-0.008,0.026,-0.066,0.02,0.04,0.8,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.05,0.23
154,-12.6,8.5,661.8,-0.006,0.026,-0.066,0.1,0.03,0.88,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.01,0.13
